subject,body,label
Your Account Has Been suspended,"Hello, Your subscription account requires password reset. Click [malicious-link.org] to renew. Contact support@fakebank.com if you need assistance. Thank you, Billing Department",1
Congratulations! You've Won premium membership,"Dear Customer, We detected security breach on your account. Please update at [suspicious-link.com] to secure your account. Failure to act within 48 hours may result in account deletion. Regards, Account Services",1
webinar Invitation,"Hi, Welcome to Our Platform! Get started at store.com/tracking. Reach out to help@platform.com with questions. Thanks, Store Team",0
Thank You for Your registration,"Hello, Our June newsletter is here! Join us for webinar. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Your account Account Needs Attention,"Dear User, We detected unusual sign-in on your account. Please secure at [fake-portal.com] to secure your account. Failure to act within 3 days may result in account deletion. Regards, Security Team",1
Update Your password Immediately,"Dear Client, We detected suspicious activity on your account. Please reset at [suspicious-link.com] to secure your account. Failure to act within 3 days may result in account suspension. Regards, Security Team",1
Shipping Update for Order #658602,"Hello, Our August newsletter is here! Join us for annual event. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Invoice # 9505 Overdue,"Hi, You’ve won premium membership! Click [fake-portal.com] to claim it now. Hurry, offer expires 24 hours! Best, Billing Department",1
Password Changed Successfully,"Hi, Welcome to Our Platform! Get started at company.com/events. Reach out to events@company.com with questions. Thanks, Onboarding Team",0
Urgent: unlock Your Account Now,"Dear User, Your payment details needs updating due to unauthorized access. Visit [fake-portal.com] to avoid account suspension. Regards, Rewards Team",1
Your account Account Needs Attention,"Dear Client, We detected unusual sign-in on your account. Please update at [malicious-link.org] to secure your account. Failure to act within 24 hours may result in service interruption. Regards, Billing Department",1
Invoice # 6670 Overdue,"Hi, You’ve won premium membership! Click [scam-site.net] to claim it now. Hurry, offer expires 3 days! Best, Security Team",1
Our Platform Newsletter: June Updates,"Hi, Welcome to Our Platform! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Store Team",0
Password Changed Successfully,"Hello, Our June newsletter is here! Join us for appointment. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Customer Care",0
appointment Invitation,"Dear User, Your annual event is scheduled for June 5, 2025. View details at platform.com/setup. Contact support@store.com to reschedule. Best, Store Team",0
Security Alert: unauthorized access Detected,"Hello, Your email account requires payment update. Click [malicious-link.org] to secure. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Your Account Has Been suspended,"Hello, Your account account requires immediate verification. Click [fake-portal.com] to verify. Contact support@fakebank.com if you need assistance. Thank you, Account Services",1
Password Changed Successfully,"Hi, Welcome to Our Platform! Get started at company.com/events. Reach out to support@store.com with questions. Thanks, Customer Care",0
Action Required: immediate verification,"Dear User, We detected security breach on your account. Please update at [malicious-link.org] to secure your account. Failure to act within 48 hours may result in account deletion. Regards, Billing Department",1
Action Required: immediate verification,"Hi, You’ve won premium membership! Click [suspicious-link.com] to claim it now. Hurry, offer expires 48 hours! Best, Security Team",1
Shipping Update for Order #859402,"Hi, Welcome to Our Platform! Get started at store.com/tracking. Reach out to help@platform.com with questions. Thanks, Community Team",0
Order Confirmation #337402,"Hello, Our July newsletter is here! Join us for appointment. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Shipping Update for Order #542236,"Hi, Welcome to Store! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Community Team",0
Urgent: secure Your Account Now,"Hello, Your bank account requires account unlock. Click [fake-portal.com] to renew. Contact help@fakecompany.com if you need assistance. Thank you, Rewards Team",1
Product Update: improved security,"Hello, Our July newsletter is here! Join us for appointment. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Thank You for Your feedback,"Dear User, Thank you for your order #542236. Your package will arrive by June 10, 2025. Track your order at store.com/tracking. Contact help@platform.com for assistance. Best, Store Team",0
annual event Invitation,"Dear Customer, Thank you for your order #337402. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Customer Care",0
Your Account Has Been compromised,"Dear User, Your payment details needs updating due to unauthorized access. Visit [scam-site.net] to avoid account deletion. Regards, Security Team",1
Verify Your bank Account,"Dear User, We detected unusual sign-in on your account. Please unlock at [scam-site.net] to secure your account. Failure to act within 24 hours may result in additional fees. Regards, Security Team",1
Thank You for Your feedback,"Dear User, Your webinar is scheduled for June 5, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Onboarding Team",0
Security Alert: unauthorized access Detected,"Dear Client, We detected security breach on your account. Please unlock at [malicious-link.org] to secure your account. Failure to act within 48 hours may result in service interruption. Regards, Billing Department",1
Welcome to App!,"Dear User, Thank you for your order #206495. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact help@platform.com for assistance. Best, Customer Care",0
Welcome to Store!,"Hi, Welcome to Our Platform! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Community Team",0
Community Newsletter: June Updates,"Dear User, Thank you for your order #542236. Your package will arrive by June 5, 2025. Track your order at platform.com/setup. Contact events@company.com for assistance. Best, Customer Care",0
Security Alert: suspicious activity Detected,"Hi, You’ve won premium membership! Click [malicious-link.org] to claim it now. Hurry, offer expires 3 days! Best, Security Team",1
Product Update: improved security,"Hello, We’ve released improved security for your account. Learn more at platform.com/setup. Let us know your feedback at events@company.com. Thanks, Customer Care",0
Your appointment Confirmation,"Dear Customer, Your annual event is scheduled for June 7, 2025. View details at company.com/events. Contact help@platform.com to reschedule. Best, Customer Care",0
Update Your payment details Immediately,"Dear User, Your payment details needs updating due to unauthorized access. Visit [fake-portal.com] to avoid service interruption. Regards, Security Team",1
Welcome to Our Platform!,"Hello, We’ve released improved security for your account. Learn more at store.com/tracking. Let us know your feedback at events@company.com. Thanks, Community Team",0
Order Confirmation #897911,"Dear Customer, Thank you for your order #206495. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Onboarding Team",0
Password Changed Successfully,"Hi, Welcome to Our Platform! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Customer Care",0
Security Alert: security breach Detected,"Hello, Your invoice #3272 is overdue. Pay now at [malicious-link.org] to avoid additional fees. Contact support@fakebank.com for help. Thanks, Billing Department",1
Your appointment Confirmation,"Hi, Welcome to Store! Get started at store.com/tracking. Reach out to support@store.com with questions. Thanks, Store Team",0
